TransactionID,Amount,TransactionType,Location,IsFraud
119,223.08,POS Purchase,Bangalore,0
120,77.51,Online Payment,Bangalore,0
121,164.73,Online Payment,Bangalore,0
122,226.42,Withdrawal,Hyderabad,0
123,38.27,Withdrawal,Delhi,0
124,11.66,Withdrawal,Chennai,0
125,25.87,POS Purchase,Chennai,0
126,55.71,POS Purchase,Delhi,0
127,170.38,Transfer,Bangalore,0
128,197.13,POS Purchase,Delhi,0
129,0.7,Withdrawal,Mumbai,0
130,71.49,Withdrawal,Delhi,0
131,54.03,Transfer,Mumbai,0
132,25.12,Online Payment,Chennai,0
133,12.77,POS Purchase,Chennai,0
134,41.19,POS Purchase,Chennai,0
135,286.31,Online Payment,Bangalore,0
136,39.04,Withdrawal,Mumbai,0
137,73.15,Withdrawal,Mumbai,0
138,121.41,Withdrawal,Mumbai,0
139,45.2,POS Purchase,Delhi,0
140,356.78,Online Payment,Bangalore,0
141,328.2,Online Payment,Chennai,0
142,29.01,Withdrawal,Delhi,0
143,68.77,POS Purchase,Bangalore,0
144,35.79,Online Payment,Chennai,0
145,33.52,POS Purchase,Mumbai,0
146,3.76,Transfer,Mumbai,0
147,94.05,Withdrawal,Mumbai,0
148,69.85,Withdrawal,Hyderabad,0
149,5.29,Transfer,Mumbai,0
150,32.66,Online Payment,Chennai,0
151,238.89,Withdrawal,Delhi,0
152,27.39,Online Payment,Delhi,0
153,15.65,Withdrawal,Hyderabad,0
154,67.23,Transfer,Hyderabad,0
155,424.4,Transfer,Chennai,0
156,27.71,Online Payment,Bangalore,0
157,111.52,Withdrawal,Hyderabad,0
158,143.39,Withdrawal,Hyderabad,0
159,27.13,POS Purchase,Chennai,0
160,130.27,POS Purchase,Delhi,0
161,45.85,Withdrawal,Chennai,0
162,100.05,Online Payment,Mumbai,0
163,100.38,Transfer,Bangalore,0
164,76.74,Withdrawal,Hyderabad,0
165,9.46,POS Purchase,Bangalore,0
166,180.36,Transfer,Chennai,0
167,38.68,Online Payment,Delhi,0
168,20.64,Withdrawal,Bangalore,0
169,4.16,Withdrawal,Hyderabad,0
170,89.38,Transfer,Mumbai,0
171,113.19,Transfer,Bangalore,0
172,1.67,POS Purchase,Chennai,0
173,71.76,Online Payment,Chennai,0
174,25.68,Transfer,Bangalore,0
175,103.61,Online Payment,Chennai,0
176,19.16,Online Payment,Bangalore,0
177,117.42,Withdrawal,Bangalore,0
178,48.9,Transfer,Delhi,0
179,276.03,Transfer,Chennai,0
180,14.79,POS Purchase,Delhi,0
181,41.71,Withdrawal,Chennai,0
182,12.04,Transfer,Delhi,0
183,258.62,Transfer,Mumbai,0
184,209.83,POS Purchase,Chennai,0
185,29.83,POS Purchase,Delhi,0
186,107.88,Online Payment,Mumbai,0
187,169.95,Withdrawal,Mumbai,0
188,81.01,Online Payment,Mumbai,0
189,75.43,POS Purchase,Delhi,0
190,27.69,Transfer,Mumbai,0
191,9.77,Transfer,Hyderabad,0
192,227.51,POS Purchase,Chennai,0
193,230.68,Online Payment,Hyderabad,0
194,100.27,Online Payment,Hyderabad,0
195,41.4,POS Purchase,Chennai,0
196,42.96,Transfer,Hyderabad,0
197,129.45,Withdrawal,Mumbai,0
198,227.41,Online Payment,Bangalore,0
199,218.11,Withdrawal,Hyderabad,0
200,151.36,Transfer,Chennai,0
201,102.73,POS Purchase,Delhi,0
202,8.79,Online Payment,Delhi,0
203,17.63,Online Payment,Mumbai,0
204,228.82,Transfer,Hyderabad,0
205,93.25,POS Purchase,Bangalore,0
206,0.92,Online Payment,Delhi,0
207,10.7,Transfer,Bangalore,0
208,108.92,Online Payment,Mumbai,0
209,0.51,Withdrawal,Chennai,0
210,17.53,Online Payment,Chennai,0
211,79.57,Transfer,Mumbai,0
212,117.73,Withdrawal,Bangalore,0
213,105.54,Online Payment,Bangalore,0
214,25.39,Online Payment,Bangalore,0
215,124.54,POS Purchase,Mumbai,0
216,27.08,POS Purchase,Delhi,0
217,39.36,Online Payment,Delhi,0
218,137.24,Withdrawal,Hyderabad,0
219,104.88,POS Purchase,Chennai,0
220,189.2,POS Purchase,Chennai,0
221,107.18,POS Purchase,Hyderabad,0
222,84.0,Transfer,Bangalore,0
223,9.84,Online Payment,Mumbai,0
224,45.84,Withdrawal,Chennai,0
225,30.82,Withdrawal,Bangalore,0
226,27.97,Online Payment,Delhi,0
227,361.23,POS Purchase,Bangalore,0
228,49.94,Withdrawal,Hyderabad,0
229,222.61,Transfer,Mumbai,0
230,99.73,Transfer,Chennai,0
231,158.38,Withdrawal,Hyderabad,0
232,69.84,Transfer,Delhi,0
233,86.02,Online Payment,Delhi,0
234,67.83,Transfer,Mumbai,0
235,21.72,Transfer,Chennai,0
236,128.18,Withdrawal,Delhi,0
237,32.96,Transfer,Hyderabad,0
238,2.46,Withdrawal,Delhi,0
239,103.7,POS Purchase,Chennai,0
240,19.49,POS Purchase,Bangalore,0
241,282.11,Transfer,Delhi,0
242,307.76,POS Purchase,Delhi,0
243,246.35,Withdrawal,Delhi,0
244,46.23,POS Purchase,Bangalore,0
245,1.56,Online Payment,Chennai,0
246,263.55,POS Purchase,Hyderabad,0
247,55.89,POS Purchase,Chennai,0
248,340.08,Withdrawal,Mumbai,0
249,331.37,POS Purchase,Hyderabad,0
250,191.74,Transfer,Bangalore,0
251,34.88,Online Payment,Mumbai,0
252,48.63,POS Purchase,Delhi,0
253,190.47,POS Purchase,Delhi,0
254,38.11,Transfer,Chennai,0
255,18.57,Online Payment,Bangalore,0
256,81.37,Online Payment,Bangalore,0
257,275.13,POS Purchase,Delhi,0
258,119.08,Withdrawal,Delhi,0
259,84.41,Online Payment,Bangalore,0
260,10.22,Online Payment,Bangalore,0
261,95.45,Withdrawal,Chennai,0
262,461.06,Online Payment,Delhi,0
263,15.09,Online Payment,Bangalore,0
264,73.05,Withdrawal,Mumbai,0
265,209.86,POS Purchase,Mumbai,0
266,135.0,Withdrawal,Mumbai,0
267,119.41,Transfer,Hyderabad,0
268,121.23,Transfer,Mumbai,1
269,44.55,POS Purchase,Bangalore,0
270,34.76,Transfer,Hyderabad,0
271,165.74,Transfer,Delhi,0
272,166.13,Online Payment,Bangalore,0
273,201.8,Online Payment,Mumbai,0
274,244.46,POS Purchase,Delhi,0
275,71.61,Transfer,Mumbai,0
276,69.62,Transfer,Chennai,0
277,160.09,Withdrawal,Hyderabad,0
278,104.97,Online Payment,Delhi,0
279,121.06,Withdrawal,Mumbai,0
280,158.86,Transfer,Chennai,0
281,220.73,POS Purchase,Hyderabad,0
282,41.25,Transfer,Mumbai,0
283,47.09,POS Purchase,Bangalore,0
284,9.87,POS Purchase,Chennai,0
285,86.34,Withdrawal,Delhi,0
286,3.66,Transfer,Mumbai,0
287,62.66,Withdrawal,Delhi,0
288,78.23,Transfer,Bangalore,0
289,33.76,POS Purchase,Delhi,0
290,89.36,Online Payment,Chennai,0
291,3.1,Transfer,Hyderabad,0
292,3.81,POS Purchase,Mumbai,0
293,172.94,Online Payment,Hyderabad,0
294,44.66,Transfer,Mumbai,0
295,13.59,Online Payment,Delhi,0
296,73.87,Transfer,Delhi,0
297,146.96,Transfer,Chennai,0
298,24.31,Online Payment,Delhi,0
299,97.52,Withdrawal,Bangalore,0
300,8.92,Online Payment,Chennai,0
301,5.31,Online Payment,Mumbai,0
302,75.79,POS Purchase,Delhi,0
303,77.79,Online Payment,Mumbai,0
304,101.45,Transfer,Delhi,0
305,129.5,Transfer,Chennai,0
306,372.36,Online Payment,Bangalore,0
307,72.63,POS Purchase,Mumbai,0
308,39.0,Transfer,Hyderabad,0
309,158.57,Withdrawal,Delhi,0
310,31.59,Online Payment,Chennai,0
311,57.8,Withdrawal,Mumbai,0
312,8.17,POS Purchase,Chennai,0
313,2.57,Withdrawal,Mumbai,0
314,328.74,Online Payment,Bangalore,0
315,180.78,Withdrawal,Delhi,0
316,119.06,Transfer,Mumbai,0
317,52.59,Withdrawal,Hyderabad,0
318,19.03,POS Purchase,Delhi,0
319,17.01,POS Purchase,Delhi,0
320,28.8,POS Purchase,Chennai,0
321,79.68,Transfer,Delhi,0
322,125.38,POS Purchase,Mumbai,0
323,107.94,Transfer,Bangalore,0
324,32.84,POS Purchase,Mumbai,0
325,309.81,POS Purchase,Delhi,0
326,133.9,POS Purchase,Hyderabad,0
327,80.82,Transfer,Hyderabad,0
328,94.6,POS Purchase,Mumbai,0
329,54.4,Transfer,Mumbai,0
330,28.47,Transfer,Mumbai,0
331,44.0,Transfer,Mumbai,0
332,141.82,Withdrawal,Chennai,0
333,1.45,POS Purchase,Mumbai,0
334,12.34,Transfer,Chennai,0
335,4.71,Withdrawal,Delhi,0
336,4.16,Online Payment,Mumbai,0
337,193.42,Transfer,Mumbai,0
338,121.62,Transfer,Hyderabad,0
339,64.28,POS Purchase,Delhi,0
340,10.3,Transfer,Delhi,0
341,67.65,Online Payment,Mumbai,0
342,64.15,Transfer,Delhi,0
343,19.02,Transfer,Bangalore,0
344,56.89,POS Purchase,Hyderabad,0
345,50.83,Transfer,Delhi,0
346,95.67,Online Payment,Bangalore,0
347,100.81,Withdrawal,Mumbai,0
348,4.64,POS Purchase,Hyderabad,0
349,46.94,Withdrawal,Hyderabad,0
350,98.31,Online Payment,Hyderabad,0
351,69.94,Transfer,Bangalore,0
352,194.13,Withdrawal,Chennai,0
353,107.5,POS Purchase,Hyderabad,0
354,17.79,Withdrawal,Bangalore,0
355,7.32,Transfer,Chennai,0
356,102.84,Withdrawal,Bangalore,0
357,2.69,Online Payment,Bangalore,0
358,88.13,Transfer,Bangalore,0
359,281.73,Transfer,Hyderabad,0
360,85.68,Transfer,Mumbai,0
361,49.13,Online Payment,Hyderabad,0
362,103.08,POS Purchase,Hyderabad,0
363,61.3,Online Payment,Hyderabad,0
364,78.88,Transfer,Hyderabad,0
365,283.81,Transfer,Chennai,0
366,48.79,Withdrawal,Chennai,0
367,324.91,Online Payment,Bangalore,0
368,235.76,POS Purchase,Delhi,0
369,21.79,Transfer,Delhi,0
370,7.19,Online Payment,Mumbai,0
371,10.62,Transfer,Bangalore,0
372,1.84,POS Purchase,Mumbai,0
373,9.92,POS Purchase,Chennai,0
374,114.89,Withdrawal,Hyderabad,0
375,7.38,Withdrawal,Mumbai,0
376,38.42,Withdrawal,Mumbai,0
377,186.35,POS Purchase,Chennai,0
378,2.35,Online Payment,Bangalore,0
379,168.45,Online Payment,Hyderabad,0
380,33.11,POS Purchase,Hyderabad,0
381,12.58,POS Purchase,Bangalore,0
382,119.32,Online Payment,Chennai,0
383,99.14,Transfer,Chennai,0
384,209.94,Online Payment,Mumbai,0
385,132.83,POS Purchase,Delhi,0
386,162.7,Online Payment,Delhi,0
387,33.13,Online Payment,Chennai,0
388,19.53,POS Purchase,Bangalore,0
389,138.88,Transfer,Bangalore,0
390,164.42,POS Purchase,Delhi,0
391,465.7,Withdrawal,Bangalore,0
392,53.21,Withdrawal,Bangalore,0
393,46.52,Online Payment,Hyderabad,0
394,149.8,POS Purchase,Bangalore,0
395,41.67,Transfer,Hyderabad,0
396,267.01,Online Payment,Hyderabad,0
397,195.48,POS Purchase,Delhi,0
398,56.04,Online Payment,Hyderabad,0
399,138.98,Online Payment,Chennai,0
400,140.46,POS Purchase,Mumbai,0
401,10.88,Transfer,Hyderabad,0
402,232.84,Transfer,Chennai,0
403,70.37,Withdrawal,Chennai,0
404,175.13,Transfer,Bangalore,0
405,38.57,Withdrawal,Chennai,0
406,225.88,POS Purchase,Bangalore,0
407,49.3,Online Payment,Chennai,0
408,1.09,Online Payment,Delhi,0
409,235.79,Transfer,Delhi,0
410,9.57,Online Payment,Delhi,0
411,38.47,POS Purchase,Delhi,0
412,299.7,Transfer,Delhi,0
413,300.79,Transfer,Chennai,1
414,85.2,Withdrawal,Hyderabad,0
415,99.92,POS Purchase,Hyderabad,0
416,59.5,Withdrawal,Hyderabad,0
417,34.7,Transfer,Delhi,0
418,39.85,Withdrawal,Delhi,0
419,111.63,POS Purchase,Chennai,0
420,139.58,Withdrawal,Hyderabad,0
421,156.82,Transfer,Bangalore,0
422,155.88,Withdrawal,Delhi,0
423,9.56,Transfer,Mumbai,0
424,68.2,Transfer,Mumbai,0
425,5.93,Withdrawal,Mumbai,0
426,79.75,Online Payment,Chennai,0
427,58.26,POS Purchase,Bangalore,0
428,218.66,Transfer,Delhi,0
429,43.22,Online Payment,Chennai,0
430,12.45,POS Purchase,Hyderabad,0
431,15.43,Online Payment,Hyderabad,0
432,143.34,Withdrawal,Delhi,0
433,96.29,Transfer,Delhi,0
434,10.66,Online Payment,Mumbai,0
435,8.79,Online Payment,Bangalore,0
436,120.72,POS Purchase,Mumbai,0
437,7.55,POS Purchase,Bangalore,0
438,172.52,Transfer,Chennai,0
439,122.5,Online Payment,Chennai,0
440,8.48,Transfer,Bangalore,0
441,8.87,POS Purchase,Chennai,0
442,431.55,Transfer,Bangalore,0
443,46.88,Withdrawal,Chennai,0
444,46.31,Transfer,Hyderabad,0
445,167.56,Withdrawal,Delhi,0
446,294.22,Transfer,Chennai,0
447,426.88,Transfer,Chennai,0
448,139.99,Withdrawal,Hyderabad,0
449,47.2,POS Purchase,Mumbai,0
450,8.72,Transfer,Hyderabad,0
451,150.12,POS Purchase,Chennai,0
452,81.74,Online Payment,Hyderabad,0
453,55.2,POS Purchase,Hyderabad,0
454,236.82,Online Payment,Hyderabad,0
455,11.79,POS Purchase,Bangalore,0
456,67.85,POS Purchase,Hyderabad,0
457,1.14,Online Payment,Hyderabad,0
458,63.24,Withdrawal,Chennai,0
459,5.8,POS Purchase,Bangalore,0
460,12.65,Online Payment,Mumbai,0
461,12.5,POS Purchase,Bangalore,0
462,104.76,POS Purchase,Bangalore,0
463,137.06,POS Purchase,Bangalore,0
464,87.56,POS Purchase,Chennai,0
465,327.47,Transfer,Delhi,0
466,46.98,POS Purchase,Chennai,0
467,33.65,Online Payment,Chennai,0
468,202.95,POS Purchase,Mumbai,0
469,25.31,Online Payment,Mumbai,0
470,330.29,Online Payment,Mumbai,0
471,1.22,Withdrawal,Delhi,0
472,350.25,Online Payment,Bangalore,0
473,4.41,Online Payment,Delhi,0
474,221.77,Withdrawal,Bangalore,0
475,75.01,POS Purchase,Delhi,0
476,495.68,Transfer,Chennai,0
477,7.67,Withdrawal,Chennai,0
478,80.71,Transfer,Bangalore,0
479,348.36,POS Purchase,Bangalore,0
480,74.04,POS Purchase,Bangalore,0
481,99.26,Transfer,Hyderabad,0
482,118.99,Transfer,Mumbai,0
483,60.61,Online Payment,Hyderabad,0
484,98.77,POS Purchase,Hyderabad,0
485,87.78,Withdrawal,Chennai,0
486,231.42,Withdrawal,Chennai,0
487,4.65,POS Purchase,Bangalore,0
488,32.98,Transfer,Chennai,0
489,300.4,Transfer,Bangalore,0
490,220.97,Withdrawal,Hyderabad,0
491,60.82,Transfer,Mumbai,0
492,96.79,Withdrawal,Chennai,0
493,32.49,Online Payment,Hyderabad,0
494,20.84,Online Payment,Bangalore,0
495,62.31,Online Payment,Chennai,0
496,43.6,POS Purchase,Mumbai,0
497,87.62,Transfer,Chennai,0
498,8.09,Online Payment,Bangalore,0
499,366.5,Withdrawal,Hyderabad,0
500,428.39,Online Payment,Hyderabad,0
501,119.79,Transfer,Mumbai,0
502,76.81,Withdrawal,Mumbai,0
503,37.04,Online Payment,Hyderabad,0
504,168.09,Transfer,Delhi,0
505,115.43,Withdrawal,Hyderabad,0
506,17.75,Online Payment,Bangalore,0
507,241.83,Online Payment,Chennai,0
508,172.9,Transfer,Delhi,0
509,299.17,Online Payment,Hyderabad,0
510,129.36,Transfer,Chennai,0
511,95.04,Online Payment,Mumbai,0
512,54.17,Withdrawal,Hyderabad,0
513,269.9,Online Payment,Delhi,0
514,201.04,POS Purchase,Bangalore,0
515,4.63,Online Payment,Chennai,0
516,2.67,Transfer,Chennai,0
517,47.23,Online Payment,Hyderabad,0
518,166.36,POS Purchase,Bangalore,0
519,436.43,Withdrawal,Bangalore,0
520,16.3,POS Purchase,Mumbai,0
521,90.17,Withdrawal,Hyderabad,0
522,47.95,POS Purchase,Chennai,0
523,350.37,POS Purchase,Mumbai,0
524,184.59,POS Purchase,Chennai,0
525,182.22,Withdrawal,Mumbai,0
526,63.24,Online Payment,Hyderabad,0
527,53.58,Transfer,Mumbai,0
528,31.94,Online Payment,Mumbai,0
529,5.8,POS Purchase,Bangalore,0
530,200.04,Withdrawal,Bangalore,0
531,167.61,Withdrawal,Chennai,0
532,817.24,Online Payment,Bangalore,0
533,569.49,Withdrawal,Hyderabad,0
534,81.07,Withdrawal,Hyderabad,0
535,146.53,POS Purchase,Mumbai,0
536,289.62,Withdrawal,Chennai,0
537,189.48,Withdrawal,Hyderabad,0
538,28.42,POS Purchase,Mumbai,0
539,59.88,Online Payment,Chennai,0
540,13.83,Transfer,Hyderabad,0
541,308.02,Transfer,Delhi,0
542,93.18,Transfer,Mumbai,0
543,25.96,Online Payment,Hyderabad,0
544,111.38,Withdrawal,Delhi,0
545,96.27,POS Purchase,Mumbai,0
546,44.34,Online Payment,Hyderabad,0
547,12.05,Transfer,Mumbai,0
548,111.34,Withdrawal,Bangalore,0
549,73.46,Transfer,Delhi,0
550,147.98,Transfer,Chennai,0
551,73.43,Transfer,Chennai,0
552,191.18,Online Payment,Mumbai,0
553,80.28,Withdrawal,Mumbai,0
554,82.31,Transfer,Bangalore,0
555,209.28,Online Payment,Delhi,0
556,51.66,POS Purchase,Mumbai,0
557,14.39,POS Purchase,Chennai,0
558,2.92,Online Payment,Delhi,0
559,140.71,POS Purchase,Delhi,0
560,96.84,Transfer,Bangalore,0
561,121.77,Online Payment,Mumbai,0
562,23.95,Online Payment,Delhi,0
563,14.66,POS Purchase,Bangalore,0
564,1.47,Withdrawal,Chennai,0
565,43.17,POS Purchase,Bangalore,0
566,89.14,Transfer,Bangalore,0
567,49.8,Withdrawal,Bangalore,0
568,57.53,Withdrawal,Mumbai,0
569,234.51,Transfer,Bangalore,0
570,42.81,Withdrawal,Chennai,0
571,72.15,Online Payment,Delhi,0
572,153.09,Withdrawal,Hyderabad,0
573,50.51,Withdrawal,Mumbai,0
574,97.31,POS Purchase,Hyderabad,0
575,198.31,Online Payment,Bangalore,0
576,298.62,Transfer,Mumbai,0
577,15.91,Online Payment,Chennai,0
578,261.17,Withdrawal,Hyderabad,0
579,67.75,POS Purchase,Delhi,0
580,29.87,Transfer,Chennai,0
581,61.46,Transfer,Chennai,0
582,391.37,Withdrawal,Hyderabad,0
583,67.85,Online Payment,Delhi,0
584,39.86,POS Purchase,Mumbai,0
585,100.35,Online Payment,Chennai,0
586,27.46,Online Payment,Mumbai,0
587,7.89,Transfer,Chennai,0
588,13.8,Online Payment,Bangalore,0
589,13.7,Online Payment,Chennai,0
590,16.48,Transfer,Mumbai,0
591,14.95,Transfer,Delhi,0
592,102.41,Online Payment,Hyderabad,0
593,20.07,Transfer,Delhi,0
594,42.41,POS Purchase,Chennai,0
595,227.1,POS Purchase,Mumbai,0
596,64.24,Online Payment,Bangalore,0
597,110.13,Withdrawal,Delhi,0
598,18.91,Transfer,Bangalore,0
599,21.36,Withdrawal,Hyderabad,0
600,4.17,Transfer,Bangalore,0
601,18.5,Transfer,Hyderabad,0
602,32.65,Online Payment,Bangalore,0
603,19.48,POS Purchase,Chennai,0
604,9.29,Withdrawal,Bangalore,0
605,12.86,POS Purchase,Delhi,0
606,61.76,POS Purchase,Delhi,0
607,23.11,Withdrawal,Delhi,0
608,45.3,Transfer,Hyderabad,0
609,70.0,Withdrawal,Hyderabad,0
610,117.25,POS Purchase,Chennai,0
611,4.01,Withdrawal,Hyderabad,0
612,160.65,Online Payment,Chennai,0
613,98.86,Transfer,Bangalore,0
614,8.53,Transfer,Mumbai,0
615,206.81,Withdrawal,Delhi,0
616,253.67,Transfer,Delhi,0
617,6.3,Transfer,Chennai,0
618,32.42,POS Purchase,Hyderabad,0
619,164.09,POS Purchase,Bangalore,0
620,137.94,Transfer,Chennai,0
621,20.4,Transfer,Delhi,0
622,23.49,POS Purchase,Chennai,0
623,46.28,Transfer,Mumbai,0
624,66.27,Transfer,Mumbai,0
625,96.3,POS Purchase,Mumbai,0
626,46.03,POS Purchase,Bangalore,0
627,62.09,POS Purchase,Mumbai,0
628,137.62,Online Payment,Bangalore,0
629,3.74,POS Purchase,Chennai,0
630,29.09,Transfer,Bangalore,0
631,124.95,POS Purchase,Delhi,0
632,225.58,Online Payment,Hyderabad,0
633,71.68,POS Purchase,Mumbai,0
634,75.95,POS Purchase,Hyderabad,0
635,11.34,Online Payment,Chennai,0
636,59.31,Withdrawal,Bangalore,0
637,76.06,Withdrawal,Bangalore,0
638,27.77,POS Purchase,Hyderabad,0
639,31.37,Withdrawal,Chennai,0
640,47.37,Withdrawal,Hyderabad,0
641,2.03,Transfer,Delhi,0
642,38.87,Transfer,Mumbai,0
643,23.76,Transfer,Mumbai,0
644,39.67,Online Payment,Bangalore,0
645,12.76,Withdrawal,Chennai,0
646,221.21,POS Purchase,Chennai,0
647,90.04,Online Payment,Bangalore,0
648,113.66,Withdrawal,Chennai,0
649,155.67,POS Purchase,Chennai,0
650,69.0,Online Payment,Mumbai,0
651,9.09,Transfer,Delhi,0
652,77.03,POS Purchase,Delhi,0
653,88.39,Transfer,Bangalore,0
654,136.82,Withdrawal,Delhi,0
655,56.5,POS Purchase,Delhi,0
656,13.65,Transfer,Mumbai,0
657,33.38,Transfer,Delhi,0
658,45.11,Withdrawal,Delhi,0
659,103.82,Withdrawal,Delhi,0
660,84.58,Withdrawal,Hyderabad,0
661,44.02,Withdrawal,Delhi,0
662,430.62,Withdrawal,Hyderabad,0
663,93.08,Online Payment,Mumbai,0
664,27.08,Transfer,Delhi,0
665,10.73,Withdrawal,Chennai,0
666,16.59,Transfer,Hyderabad,0
667,28.23,Online Payment,Delhi,0
668,17.52,POS Purchase,Chennai,0
669,20.65,Transfer,Bangalore,0
670,33.56,Transfer,Hyderabad,0
671,19.04,Transfer,Mumbai,0
672,227.08,POS Purchase,Bangalore,0
673,8.36,Online Payment,Chennai,0
674,74.34,Transfer,Hyderabad,0
675,52.83,Online Payment,Hyderabad,0
676,403.86,Transfer,Delhi,0
677,11.88,Transfer,Bangalore,0
678,50.73,Transfer,Delhi,0
679,348.91,POS Purchase,Mumbai,0
680,200.62,Online Payment,Bangalore,0
681,169.87,Online Payment,Hyderabad,0
682,29.83,Withdrawal,Chennai,0
683,18.74,Transfer,Mumbai,0
684,110.46,POS Purchase,Delhi,0
685,265.04,Transfer,Delhi,0
686,81.37,Online Payment,Mumbai,0
687,84.77,Online Payment,Bangalore,0
688,32.85,Transfer,Mumbai,0
689,146.75,Online Payment,Bangalore,0
690,20.71,Transfer,Mumbai,0
691,39.11,Transfer,Mumbai,0
692,55.41,Withdrawal,Hyderabad,1
693,70.85,POS Purchase,Bangalore,0
694,27.76,POS Purchase,Mumbai,0
695,12.2,Online Payment,Delhi,0
696,94.32,Online Payment,Delhi,0
697,34.06,Withdrawal,Bangalore,0
698,87.05,Online Payment,Mumbai,0
